,make,model,year,fuel_type,hp,num_cyl,trans_type,drive_type,doors,size,style,highway_mpg,city_mpg,popularity,MSRP,cat_1,cat_2
3186,Cadillac,CT6,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,18,1624,63595,luxury,performance
3187,Cadillac,CT6,2017,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,18,1624,87495,luxury,high-performance
3188,Cadillac,CT6,2017,premium unleaded (recommended),265.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,22,1624,53495,luxury,
3189,Cadillac,CT6,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,18,1624,60395,luxury,high-performance
3190,Cadillac,CT6,2017,premium unleaded (recommended),265.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,22,1624,58395,luxury,
3191,Cadillac,CT6,2017,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,18,1624,67595,luxury,high-performance
3192,Cadillac,CT6,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,18,1624,83495,luxury,performance
3193,Cadillac,CT6,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,18,1624,55495,luxury,high-performance
3194,Cadillac,CTS Coupe,2012,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,27,18,1624,40615,luxury,performance
3195,Cadillac,CTS Coupe,2012,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,18,1624,48150,luxury,performance
3196,Cadillac,CTS Coupe,2012,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,18,1624,38715,luxury,performance
3197,Cadillac,CTS Coupe,2012,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,18,1624,43950,luxury,performance
3198,Cadillac,CTS Coupe,2012,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,27,18,1624,45850,luxury,performance
3199,Cadillac,CTS Coupe,2012,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,27,18,1624,50050,luxury,performance
3200,Cadillac,CTS Coupe,2013,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,27,18,1624,40805,luxury,performance
3201,Cadillac,CTS Coupe,2013,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,18,1624,43950,luxury,performance
3202,Cadillac,CTS Coupe,2013,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,27,18,1624,50050,luxury,performance
3203,Cadillac,CTS Coupe,2013,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,27,18,1624,45850,luxury,performance
3204,Cadillac,CTS Coupe,2013,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,18,1624,38905,luxury,performance
3205,Cadillac,CTS Coupe,2013,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,18,1624,48150,luxury,performance
3206,Cadillac,CTS Coupe,2014,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,18,1624,39495,luxury,performance
3207,Cadillac,CTS Coupe,2014,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,27,18,1624,49995,luxury,performance
3208,Cadillac,CTS Coupe,2014,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,18,1624,47995,luxury,performance
3209,Cadillac,CTS Coupe,2014,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,27,18,1624,45795,luxury,performance
3210,Cadillac,CTS Coupe,2014,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,27,18,1624,41495,luxury,performance
3211,Cadillac,CTS Coupe,2014,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,18,1624,43795,luxury,performance
3212,Cadillac,CTS-V Coupe,2013,premium unleaded (required),556.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,19,14,1624,63215,factory tuner,luxury
3213,Cadillac,CTS-V Coupe,2014,premium unleaded (required),556.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,19,14,1624,63600,factory tuner,luxury
3214,Cadillac,CTS-V Coupe,2015,premium unleaded (required),556.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,19,14,1624,69900,factory tuner,luxury
3215,Cadillac,CTS-V Wagon,2012,premium unleaded (required),556.0,8.0,MANUAL,rear wheel drive,4.0,Midsize,Wagon,19,14,1624,63215,factory tuner,luxury
3216,Cadillac,CTS-V Wagon,2013,premium unleaded (required),556.0,8.0,MANUAL,rear wheel drive,4.0,Midsize,Wagon,19,14,1624,63215,factory tuner,luxury
3217,Cadillac,CTS-V Wagon,2014,premium unleaded (required),556.0,8.0,MANUAL,rear wheel drive,4.0,Midsize,Wagon,19,14,1624,63600,factory tuner,luxury
3218,Cadillac,CTS-V,2014,premium unleaded (required),556.0,8.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,19,14,1624,63600,factory tuner,luxury
3219,Cadillac,CTS-V,2016,premium unleaded (required),640.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,21,14,1624,83995,factory tuner,luxury
3220,Cadillac,CTS-V,2017,premium unleaded (required),640.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,21,14,1624,85995,factory tuner,luxury
3221,Cadillac,CTS Wagon,2012,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,27,18,1624,39015,luxury,
3222,Cadillac,CTS Wagon,2012,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,26,18,1624,44190,luxury,performance
3223,Cadillac,CTS Wagon,2012,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,18,1624,40915,luxury,
3224,Cadillac,CTS Wagon,2012,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,18,1624,44050,luxury,
3225,Cadillac,CTS Wagon,2012,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,18,1624,51650,luxury,performance
3226,Cadillac,CTS Wagon,2012,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,27,18,1624,42150,luxury,
3227,Cadillac,CTS Wagon,2012,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,26,18,1624,49750,luxury,performance
3228,Cadillac,CTS Wagon,2012,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,18,1624,46090,luxury,performance
3229,Cadillac,CTS Wagon,2013,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,26,18,1624,44190,luxury,performance
3230,Cadillac,CTS Wagon,2013,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,26,18,1624,42150,luxury,
3231,Cadillac,CTS Wagon,2013,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,18,1624,41105,luxury,
3232,Cadillac,CTS Wagon,2013,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,26,18,1624,49750,luxury,performance
3233,Cadillac,CTS Wagon,2013,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,18,1624,46090,luxury,performance
3234,Cadillac,CTS Wagon,2013,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,26,18,1624,39205,luxury,
3235,Cadillac,CTS Wagon,2013,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,18,1624,51650,luxury,performance
3236,Cadillac,CTS Wagon,2013,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,18,1624,44050,luxury,
3237,Cadillac,CTS Wagon,2014,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,26,18,1624,49795,luxury,performance
3238,Cadillac,CTS Wagon,2014,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,18,1624,44095,luxury,
3239,Cadillac,CTS Wagon,2014,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,26,18,1624,42195,luxury,
3240,Cadillac,CTS Wagon,2014,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,18,1624,46095,luxury,performance
3241,Cadillac,CTS Wagon,2014,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,26,18,1624,44195,luxury,performance
3242,Cadillac,CTS Wagon,2014,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,18,1624,51695,luxury,performance
3243,Cadillac,CTS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,18,1624,54970,flex fuel,luxury
3244,Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,20,1624,51270,luxury,performance
3245,Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,19,1624,53270,luxury,performance
3246,Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,19,1624,62070,luxury,performance
3247,Cadillac,CTS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,18,1624,63770,flex fuel,luxury
3248,Cadillac,CTS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,29,18,1624,61770,flex fuel,luxury
3249,Cadillac,CTS,2015,premium unleaded (required),420.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1624,69340,factory tuner,luxury
3250,Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,19,1624,47345,luxury,performance
3251,Cadillac,CTS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,18,1624,59370,flex fuel,luxury
3252,Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,20,1624,45345,luxury,performance
3253,Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,20,1624,55670,luxury,performance
3254,Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,19,1624,57670,luxury,performance
3255,Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,20,1624,60070,luxury,performance
3256,Cadillac,CTS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,29,18,1624,52970,flex fuel,luxury
3257,Cadillac,CTS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,29,18,1624,57370,flex fuel,luxury
3258,Cadillac,CTS,2015,premium unleaded (required),420.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1624,59340,factory tuner,luxury
3259,Cadillac,CTS,2016,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,20,1624,58285,luxury,high-performance
3260,Cadillac,CTS,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31,21,1624,45560,luxury,performance
3261,Cadillac,CTS,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31,21,1624,60685,luxury,performance
3262,Cadillac,CTS,2016,premium unleaded (required),420.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1624,59955,factory tuner,luxury
3263,Cadillac,CTS,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31,21,1624,51285,luxury,performance
3264,Cadillac,CTS,2016,premium unleaded (required),420.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1624,69955,factory tuner,luxury
3265,Cadillac,CTS,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,1624,53285,luxury,performance
3266,Cadillac,CTS,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,19,1624,60285,luxury,performance
3267,Cadillac,CTS,2016,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,20,1624,53285,luxury,high-performance
3268,Cadillac,CTS,2016,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,20,1624,62685,luxury,high-performance
3269,Cadillac,CTS,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,1624,58285,luxury,performance
3270,Cadillac,CTS,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,19,1624,64685,luxury,performance
3271,Cadillac,CTS,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,1624,62685,luxury,performance
3272,Cadillac,CTS,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31,21,1624,56285,luxury,performance
3273,Cadillac,CTS,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,19,1624,55285,luxury,performance
3274,Cadillac,CTS,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,1624,47560,luxury,performance
3275,Cadillac,CTS,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,19,1624,61195,luxury,performance
3276,Cadillac,CTS,2017,premium unleaded (recommended),268.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,22,1624,51695,luxury,performance
3277,Cadillac,CTS,2017,premium unleaded (required),420.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1624,70795,factory tuner,luxury
3278,Cadillac,CTS,2017,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,1624,47995,luxury,performance
3279,Cadillac,CTS,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,19,1624,55695,luxury,performance
3280,Cadillac,CTS,2017,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,20,1624,59195,luxury,high-performance
3281,Cadillac,CTS,2017,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,20,1624,53695,luxury,high-performance
3282,Cadillac,CTS,2017,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,1624,53695,luxury,performance
3283,Cadillac,CTS,2017,premium unleaded (required),420.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1624,60695,factory tuner,luxury
3284,Cadillac,CTS,2017,premium unleaded (recommended),268.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,22,1624,45995,luxury,performance
3285,Nissan,Cube,2012,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,30,25,2009,14980,standard,
3286,Nissan,Cube,2012,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,27,2009,18680,standard,
3287,Nissan,Cube,2012,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,30,25,2009,16580,standard,
3288,Nissan,Cube,2012,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,27,2009,17580,standard,
3289,Nissan,Cube,2013,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,30,25,2009,16760,standard,
3290,Nissan,Cube,2013,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,27,2009,18860,standard,
3291,Nissan,Cube,2013,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,27,2009,17760,standard,
3292,Nissan,Cube,2014,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,27,2009,19000,standard,
3293,Nissan,Cube,2014,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,30,25,2009,16900,standard,
3294,Nissan,Cube,2014,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,27,2009,17900,standard,
3339,Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,35,29,586,19960,crossover,
3340,Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,35,29,586,21960,crossover,
3341,Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27,586,26240,crossover,
3342,Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27,586,23210,crossover,
3343,Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27,586,21210,crossover,
3344,Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,35,29,586,24990,crossover,
3345,Mazda,CX-3,2017,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,29,586,24990,crossover,
3346,Mazda,CX-3,2017,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,29,586,19960,crossover,
3347,Mazda,CX-3,2017,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,29,586,21960,crossover,
3348,Mazda,CX-3,2017,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27,586,23210,crossover,
3349,Mazda,CX-3,2017,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27,586,26240,crossover,
3350,Mazda,CX-3,2017,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27,586,21210,crossover,
3351,Mazda,CX-5,2014,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,26,586,22795,crossover,
3352,Mazda,CX-5,2014,regular unleaded,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,31,25,586,24045,crossover,
3353,Mazda,CX-5,2014,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,25,586,24815,crossover,
3354,Mazda,CX-5,2014,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,26065,crossover,
3355,Mazda,CX-5,2014,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,29070,crossover,
3356,Mazda,CX-5,2014,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,4dr SUV,35,26,586,21395,crossover,
3357,Mazda,CX-5,2014,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,25,586,27820,crossover,
3358,Mazda,CX-5,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,25,586,27970,crossover,
3359,Mazda,CX-5,2015,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,29220,crossover,
3360,Mazda,CX-5,2015,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,26215,crossover,
3361,Mazda,CX-5,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,4dr SUV,35,26,586,21545,crossover,
3362,Mazda,CX-5,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,25,586,24965,crossover,
3363,Mazda,CX-5,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,26,586,22945,crossover,
3364,Mazda,CX-5,2015,regular unleaded,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,31,25,586,24195,crossover,
3365,Mazda,CX-5,2015,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,24395,crossover,
3366,Mazda,CX-5,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,4dr SUV,35,26,586,21795,crossover,
3367,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,26465,crossover,
3368,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,24445,crossover,
3369,Mazda,CX-5,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,4dr SUV,35,26,586,21795,crossover,
3370,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26,586,23195,crossover,
3371,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,24895,crossover,
3372,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,29870,crossover,
3373,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26,586,28570,crossover,
3374,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,29470,crossover,
3375,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26,586,25215,crossover,
3376,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26,586,25215,crossover,
3377,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26,586,23595,crossover,
3378,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26,586,28220,crossover,
3379,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,26515,crossover,
3380,Mazda,CX-7,2010,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,586,25950,crossover,
3381,Mazda,CX-7,2010,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17,586,27650,crossover,
3382,Mazda,CX-7,2010,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,586,31335,crossover,
3383,Mazda,CX-7,2010,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17,586,33035,crossover,
3384,Mazda,CX-7,2010,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,586,21700,crossover,
3385,Mazda,CX-7,2010,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,586,22490,crossover,
3386,Mazda,CX-7,2011,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,17,586,33340,crossover,
3387,Mazda,CX-7,2011,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,18,586,31640,crossover,
3388,Mazda,CX-7,2011,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,586,21990,crossover,
3389,Mazda,CX-7,2011,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,17,586,27955,crossover,
3390,Mazda,CX-7,2011,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,586,22795,crossover,
3391,Mazda,CX-7,2011,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,586,26390,crossover,
3392,Mazda,CX-7,2011,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,18,586,26255,crossover,
3393,Mazda,CX-7,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,18,586,26455,crossover,
3394,Mazda,CX-7,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,18,586,31840,crossover,
3395,Mazda,CX-7,2012,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,20,586,26590,crossover,
3396,Mazda,CX-7,2012,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,20,586,22995,crossover,
3397,Mazda,CX-7,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,17,586,28155,crossover,
3398,Mazda,CX-7,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,17,586,33540,crossover,
3399,Mazda,CX-7,2012,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,20,586,22190,crossover,
3400,Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16,586,31575,crossover,
3401,Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17,586,29985,crossover,
3402,Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17,586,32480,crossover,
3403,Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16,586,36625,crossover,performance
3404,Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17,586,35035,crossover,performance
